ruta,origen,destino,fecha_salida,fecha_vuelta,precio_gol,precio_aerolineas,mejor_precio,mejor_sitio,ultima_actualizacion
Santiago - Goiânia,SCL,GYN,05/02/2027,15/02/2027,"R$ 5.680,00",,"R$ 5.680,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,06/02/2027,16/02/2027,"R$ 3.103,00",,"R$ 3.103,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,07/02/2027,17/02/2027,"R$ 3.449,00",,"R$ 3.449,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,08/02/2027,18/02/2027,"R$ 5.534,00",,"R$ 5.534,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,09/02/2027,19/02/2027,"R$ 5.662,00",,"R$ 5.662,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,10/02/2027,20/02/2027,"R$ 5.533,00",,"R$ 5.533,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,11/02/2027,21/02/2027,"R$ 3.447,00",,"R$ 3.447,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,12/02/2027,22/02/2027,"R$ 3.182,00",,"R$ 3.182,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,13/02/2027,23/02/2027,"R$ 3.180,00",,"R$ 3.180,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,14/02/2027,24/02/2027,"R$ 3.449,00",,"R$ 3.449,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,15/02/2027,25/02/2027,"R$ 3.197,00",,"R$ 3.197,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,16/02/2027,26/02/2027,"R$ 3.103,00",,"R$ 3.103,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,17/02/2027,27/02/2027,"R$ 3.051,00",,"R$ 3.051,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,18/02/2027,28/02/2027,"R$ 3.051,00",,"R$ 3.051,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,19/02/2027,01/03/2027,"R$ 3.198,00",,"R$ 3.198,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,20/02/2027,02/03/2027,"R$ 3.050,00",,"R$ 3.050,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,21/02/2027,03/03/2027,"R$ 3.052,00",,"R$ 3.052,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,22/02/2027,04/03/2027,"R$ 3.052,00",,"R$ 3.052,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,23/02/2027,05/03/2027,"R$ 3.052,00",,"R$ 3.052,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,24/02/2027,06/03/2027,"R$ 3.052,00",,"R$ 3.052,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,25/02/2027,07/03/2027,"R$ 3.050,00",,"R$ 3.050,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,26/02/2027,08/03/2027,"R$ 3.052,00",,"R$ 3.052,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,27/02/2027,09/03/2027,"R$ 3.050,00",,"R$ 3.050,00",gol,"26/08/2026, 11:39 a. m."
Santiago - Goiânia,SCL,GYN,28/02/2027,10/03/2027,"R$ 3.051,00",,"R$ 3.051,00",gol,"26/08/2026, 11:39 a. m."
